"user_id","time_UTC","complete","publisher","gender","age","location","survey_weight","answer","response_time"
"87702825","2017-05-21 08:31:01","Complete","News","Female","35-44","US-WEST-MT-Bozeman",1.0164077,"Democrat Rob Quist",11991
"877962835","2017-05-23 08:07:56","Complete","News","Female","25-34","US-WEST-MT-Billings",1.2026517,"I am not likely to vote in this election",3176
"882474374","2017-05-21 10:51:30","Complete","Mobile App","Male","55-64","US-WEST-MT",0.8816528,"Republican Greg Gianforte",9646
"883137077","2017-05-23 09:08:33","Complete","News","Unknown","Unknown","US-WEST-MT-Great Falls",0,"Libertarian Mark Wicks",80114
"883957270","2017-05-23 10:05:18","Complete","News","Male","55-64","US-WEST-MT-Billings",0.8816528,"Libertarian Mark Wicks",19482
"886682080","2017-05-21 10:51:12","Complete","Mobile App","Male","35-44","US-WEST-MT",0.9198625,"I am not likely to vote in this election",12959
"89085713","2017-05-21 11:43:45","Complete","News","Male","18-24","US-WEST-MT",1.1144773,"Republican Greg Gianforte",22636
"893361615","2017-05-21 18:50:27","Complete","Mobile App","Female","35-44","US-WEST-MT-Helena",1.0164077,"Libertarian Mark Wicks",8970
"896338210","2017-05-21 07:22:38","Complete","News","Female","25-34","US-WEST-MT-Billings",1.2026517,"I am not likely to vote in this election",10500
"898438460","2017-05-23 11:01:10","Complete","News","Male","55-64","US-WEST-MT-Helena",0.8816528,"Republican Greg Gianforte",11010
"907085038","2017-05-21 13:07:45","Complete","News","Male","65+","US-WEST-MT-Bozeman",0.8067132,"Democrat Rob Quist",16401
"909355948","2017-05-21 12:45:30","Complete","News","Male","55-64","US-WEST-MT-Miles City",0.8816528,"Democrat Rob Quist",5178
"922129318","2017-05-22 01:48:26","Complete","News","Unknown","Unknown","US-WEST-MT",0,"Republican Greg Gianforte",8275
"923928416","2017-05-21 14:53:44","Complete","News","Female","45-54","US-WEST-MT-Bozeman",1.045264,"Republican Greg Gianforte",13187
"929100949","2017-05-21 12:34:16","Complete","News","Male","35-44","US-WEST-MT",0.9198625,"I am not likely to vote in this election",15623
"930399513","2017-05-22 08:00:50","Complete","News","Female","65+","US-WEST-MT-Billings",0.8913826,"Democrat Rob Quist",9985
"946265046","2017-05-21 14:58:44","Complete","News","Male","65+","US-WEST-MT-Helena",0.8067132,"Republican Greg Gianforte",7560
"946833381","2017-05-22 04:52:42","Complete","News","Female","65+","US-WEST-MT",0.8913826,"Libertarian Mark Wicks",19048
"946872347","2017-05-21 16:40:04","Complete","Mobile App","Female","25-34","US-WEST-MT-Great Falls",1.2026517,"Democrat Rob Quist",14725
"948695022","2017-05-22 22:33:00","Complete","News","Unknown","Unknown","US-WEST-MT",0,"Democrat Rob Quist",7059
"951367668","2017-05-22 18:10:54","Complete","News","Female","45-54","US-WEST-MT-Helena",1.045264,"I am not likely to vote in this election",8811
"954995779","2017-05-21 21:33:59","Complete","News","Male","25-34","US-WEST-MT-Billings",1.0884159,"Democrat Rob Quist",8126
"956403208","2017-05-22 21:19:11","Complete","News","Female","65+","US-WEST-MT-Great Falls",0.8913826,"Democrat Rob Quist",16637
"959483942","2017-05-21 14:31:27","Complete","Mobile App","Male","25-34","US-WEST-MT-Great Falls",1.0884159,"Republican Greg Gianforte",12506
"960142224","2017-05-22 05:14:19","Complete","News","Male","45-54","US-WEST-MT-Kalispell",0.9459779,"Democrat Rob Quist",5714
"964067594","2017-05-22 09:19:51","Complete","News","Unknown","Unknown","US-WEST-MT",0,"Democrat Rob Quist",17083
"97051053","2017-05-22 15:29:15","Complete","News","Male","45-54","US-WEST-MT-Bozeman",0.9459779,"Republican Greg Gianforte",15845
"983244672","2017-05-22 15:44:30","Complete","News","Male","35-44","US-WEST-MT-Butte",0.9198625,"Democrat Rob Quist",4828
"98518663","2017-05-21 12:15:20","Complete","News","Male","45-54","US-WEST-MT-Missoula",0.9459779,"Republican Greg Gianforte",18083
"99594488","2017-05-22 20:20:37","Complete","News","Female","45-54","US-WEST-MT-Butte",1.045264,"Democrat Rob Quist",17740
"99732883","2017-05-21 17:08:46","Complete","News","Male","25-34","US-WEST-MT",1.0884159,"I am not likely to vote in this election",12904
"999300640","2017-05-21 10:31:19","Complete","Mobile App","Female","35-44","US-WEST-MT-Missoula",1.0164077,"Republican Greg Gianforte",18944
"999655926","2017-05-22 17:51:46","Complete","News","Male","35-44","US-WEST-MT",0.9198625,"Republican Greg Gianforte",9908
